date,precipitation,temp_max,temp_min,wind,weather
23-02-2015,0,3.3,-12.7,8.5,sun
24-02-2015,0,-2.1,-13.8,4.2,sun
25-02-2015,0,2.8,-7.1,4.8,sun
26-02-2015,0,0,-4.9,5.7,sun
27-02-2015,0,0,-6.6,4.6,sun
28-02-2015,0,-0.5,-9.3,3.7,sun
01-03-2015,13,0.6,-6.6,2.1,snow
02-03-2015,0,3.9,-2.1,6.8,drizzle
03-03-2015,17.8,2.2,-7.1,4,snow
04-03-2015,7.6,5,0.6,4.9,fog
05-03-2015,18.5,5,-6,5.9,snow
06-03-2015,0,-3.8,-10.5,4.3,drizzle
07-03-2015,0,2.8,-8.8,5.3,sun
08-03-2015,0,8.9,-1,4.4,sun
09-03-2015,0.5,12.2,0,3.8,sun
10-03-2015,12.4,10,1.1,1.4,fog
11-03-2015,0.5,16.7,4.4,5.2,fog
12-03-2015,0,10,2.2,8.8,sun
13-03-2015,0,5,-1,3.6,sun
14-03-2015,28.2,9.4,3.9,4,fog
15-03-2015,0,7.8,2.8,9,sun
16-03-2015,0,10,2.2,3.9,sun
17-03-2015,0.5,15.6,1.1,8.2,sun
18-03-2015,0,5,-1,8.4,sun
19-03-2015,0,6.7,-1,5.3,sun
20-03-2015,8.4,4.4,-0.5,4.6,fog
21-03-2015,0.5,8.9,-1,4.1,fog
22-03-2015,0,7.2,-2.1,7.7,sun
23-03-2015,0,5,-4.3,6.9,sun
24-03-2015,0,6.1,-3.2,3.8,sun
25-03-2015,3,7.8,-1,2.5,fog
26-03-2015,6.4,12.2,5,4.2,fog
27-03-2015,5.8,8.3,5,4.9,sun
28-03-2015,0,5.6,-2.1,7.8,sun
29-03-2015,0,7.8,-2.7,6.1,sun
30-03-2015,0,14.4,2.2,6.7,sun
31-03-2015,0.8,8.9,2.8,5.3,sun
01-04-2015,0,11.7,1.1,5.1,sun
02-04-2015,0,13.9,0.6,6.4,sun
03-04-2015,2.8,15,7.8,3.4,fog
04-04-2015,0,13.3,6.7,9.3,fog
05-04-2015,0,18.3,3.3,5.8,sun
06-04-2015,0,15.6,3.9,4.7,sun
07-04-2015,0.8,13.9,6.7,3.8,sun
08-04-2015,0.3,9.4,2.2,6.5,drizzle
09-04-2015,0,6.7,3.3,5.1,fog
10-04-2015,4.8,14.4,4.4,3.7,drizzle
11-04-2015,0,16.1,7.2,7.5,sun
12-04-2015,0,16.1,6.1,4,sun
13-04-2015,0,16.7,6.1,6.4,sun
14-04-2015,1,18.9,10,2.6,sun
15-04-2015,0,22.2,10,5.4,sun
16-04-2015,0,15.6,8.9,4.9,sun
17-04-2015,2.8,20.6,11.1,4.4,fog
18-04-2015,0,22.8,10.6,4.1,sun
19-04-2015,0,16.7,8.3,5.4,sun
20-04-2015,22.1,14.4,8.3,7,rain
21-04-2015,1.5,19.4,10,5.4,rain
22-04-2015,4.8,17.2,7.8,6.2,rain
23-04-2015,0,12.2,5.6,8.4,sun
24-04-2015,0,11.1,3.9,9.7,sun
25-04-2015,0,15,3.9,4.8,sun
26-04-2015,0,15,6.1,4.7,sun
27-04-2015,0,17.2,9.4,6.6,sun
28-04-2015,0,21.7,10.6,6.1,sun
29-04-2015,0,25,10,5.3,sun
30-04-2015,0,17.2,8.9,5.6,sun
01-05-2015,0,13.3,8.3,3.6,sun
02-05-2015,0,16.1,6.1,3.1,sun
03-05-2015,0,19.4,7.8,3.4,sun
04-05-2015,0,23.3,10,4.5,sun
05-05-2015,0,27.8,12.8,2.4,sun
06-05-2015,0,21.1,12.2,3.4,sun
07-05-2015,0,22.2,10.6,2.8,drizzle
08-05-2015,0,22.2,11.7,2.6,fog
09-05-2015,0.5,17.8,14.4,2.8,drizzle
10-05-2015,0,23.3,14.4,4.3,drizzle
11-05-2015,0,25,16.7,4.2,fog
12-05-2015,0.3,30.6,18.3,5.7,drizzle
13-05-2015,0,22.8,12.8,7.4,sun
14-05-2015,0,21.7,10.6,5.2,sun
15-05-2015,0,21.7,11.7,5.1,sun
16-05-2015,10.4,21.1,14.4,2.3,rain
17-05-2015,0,27.2,16.1,2.9,drizzle
18-05-2015,0,20,13.9,4.3,drizzle
19-05-2015,0,23.9,13.9,2.5,drizzle
20-05-2015,0,20.6,12.2,7.1,sun
21-05-2015,0,16.7,11.1,2.8,sun
22-05-2015,0,26.1,12.2,6.1,sun
23-05-2015,0,20,10.6,6.6,sun
24-05-2015,0,23.3,11.7,6.3,sun
25-05-2015,0,25,13.9,5.7,sun
26-05-2015,0,24.4,15.6,5.7,sun
27-05-2015,0,23.3,16.1,6.3,sun
28-05-2015,0,25.6,15.6,3.4,drizzle
29-05-2015,0,26.7,17.2,3.3,sun
30-05-2015,0,25.6,16.7,6.2,drizzle
31-05-2015,0.5,26.1,17.2,4.6,rain
01-06-2015,19.8,17.2,11.1,5.4,drizzle
02-06-2015,8.6,13.3,10.6,4.5,fog
03-06-2015,0,20,11.7,3.9,sun
04-06-2015,0,19.4,12.8,5.1,sun
05-06-2015,0,20.6,13.9,2.4,sun
06-06-2015,5.1,26.1,15,4,fog
07-06-2015,0,21.7,13.3,4,sun
08-06-2015,0.5,22.8,16.1,8.1,sun
09-06-2015,0,29.4,17.8,6.1,fog
10-06-2015,0,26.1,18.3,4.9,sun
11-06-2015,0,30.6,18.9,4.3,drizzle
12-06-2015,0,29.4,21.7,4.6,sun
13-06-2015,0,31.1,19.4,4.8,sun
14-06-2015,7.9,30,18.9,3.6,sun
15-06-2015,27.7,27.2,18.9,3.7,rain
16-06-2015,2,26.1,18.9,3,drizzle
17-06-2015,0,27.2,18.9,4.3,sun
18-06-2015,0,21.7,18.3,3.6,sun
19-06-2015,0,31.7,19.4,3,sun
20-06-2015,8.1,23.9,19.4,4.7,drizzle
21-06-2015,13,32.2,21.7,5.8,drizzle
22-06-2015,0,31.7,23.3,5.1,sun
23-06-2015,0.5,31.7,22.2,4.9,rain
24-06-2015,0,30,20.6,4.9,sun
25-06-2015,0,27.8,19.4,4.1,sun
26-06-2015,0,27.2,20.6,3,sun
27-06-2015,25.9,21.7,16.7,5.3,fog
28-06-2015,7.6,24.4,17.8,4.6,fog
29-06-2015,0,26.1,17.8,5.6,sun
30-06-2015,0,27.2,18.9,5.4,sun
01-07-2015,6.6,29.4,21.7,6.1,rain
02-07-2015,0.8,26.7,20.6,2.4,sun
03-07-2015,0,27.8,18.3,3.8,sun
04-07-2015,0.3,26.7,19.4,2.6,sun
05-07-2015,0,27.2,19.4,4.4,sun
06-07-2015,0,28.3,20.6,3.5,sun
07-07-2015,0,28.9,23.3,5.2,drizzle
08-07-2015,13.5,31.7,23.3,3.3,drizzle
09-07-2015,8.1,25,22.2,3.8,rain
10-07-2015,0,30,22.8,4.7,sun
11-07-2015,0,30,21.1,3.3,sun
12-07-2015,0,30,21.7,3.6,sun
13-07-2015,0,28.9,22.2,3.2,sun
14-07-2015,3.3,26.7,22.8,2.6,fog
15-07-2015,1,27.8,22.8,3.8,rain
16-07-2015,0,26.1,18.9,4.6,sun
17-07-2015,0,26.7,19.4,5.4,sun
18-07-2015,0.5,28.3,22.8,5.1,rain
19-07-2015,0,31.7,23.9,4.3,fog
20-07-2015,0,35,26.1,4.7,sun
21-07-2015,0,31.7,24.4,4.3,sun
22-07-2015,0,31.7,22.2,6,sun
23-07-2015,0,31.1,21.1,4.4,sun
24-07-2015,0,30.6,20,3.6,sun
25-07-2015,0,28.9,21.1,3.9,sun
26-07-2015,0,30.6,21.7,6,sun
27-07-2015,0,29.4,23.9,4.1,sun
28-07-2015,0,31.7,22.8,3.9,sun
29-07-2015,0,35,23.3,4.5,drizzle
30-07-2015,24.6,29.4,24.4,5.1,rain
31-07-2015,0,33.9,22.8,3.6,sun
01-08-2015,0,32.8,23.3,5.6,sun
02-08-2015,0,30.6,21.1,3.6,sun
03-08-2015,0,31.7,21.7,5.9,sun
04-08-2015,0.3,33.3,21.1,5.2,rain
05-08-2015,0,32.8,21.7,4.7,sun
06-08-2015,0,30,20.6,3,sun
07-08-2015,0,30,20.6,3.6,sun
08-08-2015,0,28.3,19.4,3,sun
09-08-2015,0,30.6,18.9,3.9,sun
10-08-2015,0,27.2,20,4.3,sun
11-08-2015,28.7,27.2,22.2,6,drizzle
12-08-2015,0,31.1,22.8,5,sun
13-08-2015,0,30.6,20.6,3.4,sun
14-08-2015,0,30,18.9,3.7,sun
15-08-2015,0,31.1,21.1,4.6,sun
16-08-2015,0,32.2,23.3,3.2,rain
17-08-2015,0,32.8,23.3,4.1,sun
18-08-2015,0,30,23.9,5.5,sun
19-08-2015,0,30,24.4,4.7,sun
20-08-2015,0,30.6,25,5.9,sun
21-08-2015,63,30.6,22.8,3.8,rain
22-08-2015,0,30,21.1,3.9,sun
23-08-2015,0,28.3,20.6,2.3,sun
24-08-2015,0,28.9,21.7,3.4,sun
25-08-2015,0.3,29.4,23.9,5,sun
26-08-2015,0,28.9,20,4.5,sun
27-08-2015,0,28.3,20,4.2,sun
28-08-2015,0,27.8,17.8,3,sun
29-08-2015,0,28.9,20,3.9,sun
30-08-2015,0,28.9,20.6,4.3,sun
31-08-2015,0,32.8,23.9,5.1,sun
01-09-2015,0,30.6,22.8,3.1,sun
02-09-2015,0,30,21.7,3.9,drizzle
03-09-2015,0,33.9,22.8,2.4,sun
04-09-2015,0,29.4,21.1,4.9,drizzle
05-09-2015,0,27.2,17.2,3.1,sun
06-09-2015,0,26.7,16.7,3.1,sun
07-09-2015,0,30,21.1,5.4,sun
08-09-2015,0,32.8,22.8,5.7,sun
09-09-2015,1.8,30.6,23.9,5,rain
10-09-2015,30,26.1,21.7,3.6,rain
11-09-2015,0.8,27.8,18.9,4.5,fog
12-09-2015,6.9,26.7,20,5.2,drizzle
13-09-2015,1,26.1,16.7,5.5,sun
14-09-2015,0,25.6,15.6,6.3,sun
15-09-2015,0,26.7,16.7,3.4,drizzle
16-09-2015,0,28.9,16.7,1.9,sun
17-09-2015,0,28.9,17.8,2.8,drizzle
18-09-2015,0,28.3,18.3,3.1,sun
19-09-2015,0,26.7,20,4.1,drizzle
20-09-2015,0,26.7,17.8,6.3,sun
21-09-2015,0,22.2,15,4.7,sun
22-09-2015,0,22.8,17.2,4.3,sun
23-09-2015,0,26.7,14.4,2.6,sun
24-09-2015,0,28.3,15,3.4,sun
25-09-2015,0,23.9,17.2,4.1,sun
26-09-2015,0,22.8,15,4.7,sun
27-09-2015,0,22.2,13.3,3.2,sun
28-09-2015,1,26.1,16.1,2.7,fog
29-09-2015,3.3,26.7,20.6,3.3,drizzle
30-09-2015,20.8,25.6,15.6,7.3,fog
01-10-2015,2,16.1,13.3,6.7,sun
02-10-2015,46,13.9,10,8.3,fog
03-10-2015,4.1,13.9,10.6,8.7,fog
04-10-2015,0,18.9,12.2,6.9,sun
05-10-2015,0,19.4,11.7,5.3,sun
06-10-2015,0,23.3,10.6,2.6,sun
07-10-2015,0,21.7,13.9,3.2,sun
08-10-2015,0,21.1,12.8,2.8,sun
09-10-2015,7.1,23.3,16.1,6,rain
10-10-2015,0,18.9,11.1,4.2,sun
11-10-2015,0,20,10,4.3,sun
12-10-2015,0,22.2,11.7,3.8,sun
13-10-2015,0,23.3,15.6,4.2,sun
14-10-2015,0,21.1,14.4,5.2,sun
15-10-2015,0,18.3,11.1,5,sun
16-10-2015,0,18.9,12.2,5.5,sun
17-10-2015,0,14.4,6.1,6.2,sun
18-10-2015,0,11.7,3.3,5.9,sun
19-10-2015,0,11.1,2.2,4.9,sun
20-10-2015,0,21.1,9.4,7,sun
21-10-2015,0,21.7,11.1,2.7,sun
22-10-2015,0,21.1,11.7,4.2,sun
23-10-2015,0,18.9,6.7,6.5,sun
24-10-2015,0,15,5.6,4.2,sun
25-10-2015,0.5,21.1,9.4,6.5,sun
26-10-2015,0,15.6,7.2,3,sun
27-10-2015,0,15,5.6,3.5,sun
28-10-2015,45.5,20,11.1,8.8,fog
29-10-2015,1.5,23.3,15,6.9,fog
30-10-2015,0,17.2,8.3,6.1,sun
31-10-2015,0,12.8,4.4,3,sun
01-11-2015,0,17.8,12.2,5.4,sun
02-11-2015,0,18.3,10.6,2.2,sun
03-11-2015,0,21.1,7.2,2,fog
04-11-2015,0,20.6,10,2.8,fog
05-11-2015,0.3,20.6,11.7,1.6,fog
06-11-2015,0,23.9,16.7,4.2,drizzle
07-11-2015,0,21.1,12.8,5,sun
08-11-2015,0,15.6,6.1,4.4,sun
09-11-2015,0,15,3.9,1.5,sun
10-11-2015,11.4,15,11.7,5.4,fog
11-11-2015,2.3,15,10,5.7,fog
12-11-2015,1.3,15.6,11.1,4.9,fog
13-11-2015,0,16.1,8.9,9.1,sun
14-11-2015,0,10.6,5.6,7.8,sun
15-11-2015,0,15,4.4,5.7,sun
16-11-2015,0,20.6,7.2,4.1,sun
17-11-2015,0,11.7,4.4,3.6,sun
18-11-2015,0,15.6,6.1,5,sun
19-11-2015,14.7,17.2,14.4,8.5,fog
20-11-2015,0,17.2,7.2,5.7,fog
21-11-2015,0,12.8,5.6,4.7,sun
22-11-2015,0,14.4,6.7,5.8,sun
23-11-2015,0,7.8,1.7,6.8,sun
24-11-2015,0,8.9,-0.5,3.1,sun
25-11-2015,0,10.6,0,1.7,sun
26-11-2015,0,15.6,1.7,2.9,fog
27-11-2015,0,17.2,6.1,2.4,fog
28-11-2015,0.5,18.3,7.8,3.6,sun
29-11-2015,0,10,3.3,5.1,sun
30-11-2015,0,10,1.1,4,sun
01-12-2015,7.4,11.7,7.8,4.9,fog
02-12-2015,3,13.9,8.3,2,fog
03-12-2015,0,13.3,7.2,7.2,sun
04-12-2015,0,11.7,5,4.7,sun
05-12-2015,0,11.7,1.7,2.4,sun
06-12-2015,0,10.6,3.3,2.9,sun
07-12-2015,0,12.8,4.4,3.4,drizzle
08-12-2015,0,10.6,4.4,3.5,sun
09-12-2015,0,12.8,1.1,3.4,sun
10-12-2015,0,15,8.9,3,drizzle
11-12-2015,0,14.4,7.8,2.7,drizzle
12-12-2015,0,17.8,9.4,1.9,fog
13-12-2015,0,21.1,11.7,3.1,drizzle
14-12-2015,9.1,16.1,11.7,4.8,fog
15-12-2015,2.3,17.8,11.7,8.2,fog
16-12-2015,1.3,11.7,7.2,4.1,fog
17-12-2015,29.7,15,10,4.1,fog
18-12-2015,0.3,14.4,3.9,6.1,sun
19-12-2015,0,5,2.2,9,sun
20-12-2015,0,6.7,1.7,5.1,sun
21-12-2015,0,12.8,3.3,5.3,sun
22-12-2015,4.8,15.6,11.1,3.8,fog
23-12-2015,29.5,17.2,8.9,4.5,fog
24-12-2015,0.5,20.6,13.9,4.9,fog
25-12-2015,2.5,17.8,11.1,0.9,fog
26-12-2015,0.3,15.6,9.4,4.8,drizzle
27-12-2015,2,17.2,8.9,5.5,fog
28-12-2015,1.3,8.9,1.7,6.3,snow
29-12-2015,16.8,9.4,1.1,5.3,fog
30-12-2015,9.4,10.6,5,3,fog
31-12-2015,1.5,11.1,6.1,5.5,fog
